bn:00000125n	6 seis sexteto hexad sise sixer sestet sexteto_de_música 3! número_6 vi numero_6 el_capitán_hicks medio_de_una_docena sextillo
bn:00000127n	hora 60_minutos h hr
bn:00000133n	8 ocho octad número_8 viii 2 numero_8 eighter eighter_de_decatur octonary ogdoad
bn:00000138n	9 nueve niner noveno 0 ix número_9 numero_9 viiii enéada nina_de_carolina
bn:00000141n	angstrom ángstrom a angstromio å ångström angström ångstrom angstroms unidad_angstrom
bn:00000193n	bachiller_universitario_en_letras grado_en_artes b_a b.a. licenciatura_en_artes bachelor_of_arts bachiller_en_artes licenciatura_de_artes a.b artium_baccalaurens b.a ba ba_hons baccalaureus_artium grado_b.a licenciado_en_letras licenciatura licenciatura_en_arte
bn:00000213n	deserción abandono abandono_emocional desertor elusión desercion ausente_sin_permiso desertores
bn:00000234n	abadía abadia abadías iglesia_abacial
bn:00000237n	abad archimandrita archimandita arquimandrita abades
bn:00000249n	abdomen vientre barriga estómago tronco abdominales abdominal abdomen_humano músculos_abdominales
bn:00000266n	secuestrador raptor capturador raptora secuestradora captor
bn:00000288n	desviación aberración anomalía aberrancia sociología_de_la_desviación
bn:00000300n	cumplimiento_normativo conformidad cumplimiento conformación cumplimiento_regulatorio
bn:00000317n	capacidad habilidad aptitud
bn:00000318n	capacidad ingenio poder habilidad
bn:00000330n	ablación exéresis excisión extirpación ablacion cortar
bn:00000350n	anomalía anormalidad irregularidad impedimento_canónico
bn:00000351n	aborigen_australiano aborigen indígenas_australianos indígena nativa nativo aboriginal aborígenes_australianos aborígenes_australianos_y_isleños_del_estrecho_de_torres isleños_del_estrecho_de_torres_y_aborígenes_australianos aborigenes_australianos aborígenes_de_australia indigena_australiano indigenas_australianos indígena_australiano indígenas_de_australia pueblos_aborigenes_australianos pueblos_aborígenes_australianos abo nativo_australiano
bn:00000355n	residencia alojamiento domicilio morada hogar dirección hogareno hogareño
bn:00000356n	casa hogar vivienda domicilio morada residencia habitación habitáculo piso vasa alojamiento alojamiento_humano habitacion_humana habitación_humana lugar_de_habitación casa_de_vivienda lugar residencia_privada viviendas
bn:00000360n	abolicionista emancipador emancipado
bn:00000372n	aborto aborto_inducido abortista abortos abortivo abortivos
bn:00000397n	catarsis abreacción catársis abreaccion
bn:00000418n	absceso apostema flemón postema abceso abscesos
bn:00000427n	ausencia falta
bn:00000428n	ausencia
bn:00000440n	absoluto absolut absoluto_metafisica
bn:00000443n	frecuencia frecuencia_absoluta
bn:00000475n	concentración
bn:00000488n	abstracción objeto_abstracto objeto_conceptual objetos_abstractos
bn:00000489n	abstract resumen sinopsis sumario resumen_documental extracto abstracción
bn:00000497n	abstracción extracción
bn:00000503n	profundidad complejidad reconditez abstrusity
bn:00000554n	grado_académico diploma grado título título_académico título_universitario grado_de_posgrado grados_académicos titulación_académica titulación_superior titulo_de_posgrado título_de_posgrado carrera_universitaria grado_academico grado_universitario grados_academicos graduado_escolar titulacion_academica titulacion_académica titulación_academica titulación_universitaria_superior titulo_academico titulo_académico título_academico títulos_académicos programas_de_grado
bn:00000562n	año_escolar año_académico
bn:00000567n	academia instituto
bn:00000568n	academia universidad academias academica academico académica académico honorario_sociedad
bn:00000628n	aceleración
bn:00000629n	aceleración acceleración
bn:00000633n	acelerador estrangulador válvula_reguladora cuerpo_del_acelerador la_válvula_de_mariposa placa_acelerador
bn:00000638n	acento deje dejo tono discurso_patrón
bn:00000639n	énfasis acento
bn:00000640n	dialecto acento idioma dialectal variante_dialectal dialectos acento_regional geolecto macrodialecto subdialecto regiolect
bn:00000641n	acento énfasis acento_prosódico acentuación tilde acento_de_intensidad acento_prosodico acento_tonico acento_tónico paroxítona estrés sílaba_acentuada sílaba_no_acentuada vocal_átona
bn:00000662n	
bn:00000663n	acceso enfoque entrada paso
bn:00000677n	accesorio complemento avío mecánicas,
bn:00000678n	accesorio complemento
bn:00000690n	accidente accidentes muerte_accidental
bn:00000694n	lesión herida_accidental lesiones lesión_accidental lesión_traumática
bn:00000703n	ascenso cuesta subida pendiente
bn:00000704n	espaldarazo galardón condecoración distinción honor premio honores laurel laureles acolada reconocimiento
bn:00000706n	ajuste atemperación
bn:00000717n	acompañamiento música_de_acompañamiento acompañamiento_musical comp acompanamiento acompanamiento_musical musica_de_acompanamiento musica_de_acompañamiento música_de_acompanamiento banda_de_acompañamiento
bn:00000722n	cómplice abettor complice complicidad
bn:00000724n	logro consecución proeza realización conquista rendimiento
bn:00000725n	habilidad aptitud destreza arte técnica maña talento habilidades adquisición maestría
bn:00000726n	acuerdo armonía avenencia convenio contrato
bn:00000727n	acuerdo conformidad
bn:00000728n	tratado_internacional tratado acuerdo pacto denuncia acuerdo_internacional concertación convenio pakt protocolo tratados_internacionales pacte tratados
bn:00000738n	crónica historia historial anal anales añal cronica cronicon cronicón cronistico cronístico relacion relación cronistas
bn:00000739n	artículo crónica historia informe relación relato reportaje escribir news_report
bn:00000741n	explicación explicaciones reporte explicacion excusa explicarse explicar
bn:00000745n	informe referencia relación
bn:00000748n	libro_mayor leger libro libro_contable libro_de_contabilidad libros libro_de_cuentas libro_de_la_cuenta
bn:00000753n	contador contable contralor controlador contadora auditor economista director_administrativo director_financiero interventor contabilidad_pública contadores
bn:00000755n	
bn:00000766n	acumulación aumento
bn:00000772n	acumulación accruement devengo
bn:00000774n	aculturación endoculturación enculturación aculturacion aculturada aculturado aculturar aculturización aculturizada aculturizado aculturizar enculturacion endoculturacion aculturizacion
bn:00000775n	cultura
bn:00000777n	colección acumulación conjunto cúmulo grupo hatajo hato agregación
bn:00000779n	cobrador coleccionador coleccionista colector recaudador
bn:00000782n	precisión exactitud verdad rigor exactitud_y_precisión
bn:00000784n	acusación denuncia imputación denunciación
bn:00000789n	as
bn:00000790n	superestrella adepto maven entendido estrella experto mavin wiz entendida as asistente crack diestro ducho genio hacha virtuoso experta experto_reconocido hotshot silbido
bn:00000798n	as_de_picas as_de_espadas
bn:00000819n	acer_saccharum acer_nigrum_subsp._saccharophorum acer_nigrum_var._glaucum acer_palmifolium_f._glabratum acer_palmifolium_f._integrilobum acer_saccharinum_var._viride acer_saccharophorum_f._angustilobatum acer_saccharophorum_f._glaucum acer_saccharophorum_var._rugelii acer_saccharum_f._hispidum acer_saccharum_f._integrilobum acer_saccharum_f._rubrocarpum acer_sinuosum acer_subglaucum_var._sinuosum acer_treleaseanum arce_azucarero arce_de_azucar acer_barbatum_f._commune acer_floridanum_var._acuminatum acer_floridanum_var_acuminatum acer_grandidentatum_var_sinuosum acer_hispidum acer_leucoderme acer_nigrum acer_palmifolium_f._euconcolor acer_palmifolium_f._glaucum acer_palmifolium_var._concolor acer_palmifolium_var._glaucum acer_rugelii acer_saccharinum_var._glaucum acer_saccharophorum acer_saccharophorum_f._conicum acer_saccharophorum_var._subvestitum acer_saccharum_f._angustilobatum acer_saccharum_f._conicum acer_saccharum_f._euconcolor acer_saccharum_f._glabratum acer_saccharum_f._glaucum acer_saccharum_f._pubescens acer_saccharum_f._subvestitum acer_saccharum_f._truncatum acer_saccharum_f._villipes acer_saccharum_var._glaucum acer_saccharum_var._quinquelobulatum acer_saccharum_var._viride acer_skutchii acer_subglaucum arce_azucarado arce_de_azúcar saccharodendron_saccharum azúcar_de_arce madera_de_arce
bn:00000825n	acrimonia acritud
bn:00000843n	acetona propanona dimetil_cetona dimetilcetona
bn:00000845n	cetosis acetonemia ketosis cetonemia
bn:00000870n	ganador éxito achiever succeeder
bn:00000937n	reconocimiento agradecimiento
bn:00000939n	cita mención referencia remisión referencia_bibliográfica cita_bibliográfica criterios_de_referencias_bibliográficas referencia_bibliografica referencia_escrita referencias_bibliográficas citar citas fuente_necesario
bn:00000942n	apogeo auge cúspide cima pico superlativo súmmum tiptop
bn:00000943n	ápice cúspide vértice apogeo cima cumbre colmo culmen pico acmé plano_focal punto_nodal
bn:00000951n	acólito acolitado misario acólita acolito acólitos
bn:00000990n	conversance conversancy
bn:00000993n	aquiescencia consentimiento
bn:00000998n	reflejo_condicionado respuesta_condicionada adquirido_reflejo reacción_condicionada reacción_condicional
bn:00001005n	adquisición
bn:00001014n	acre acres acre_unidad_de_superficie superficie
bn:00001019n	dominio finca propiedad_de_la_tierra hacienda terreno tierra acres latifundio dominio_feudal heredad propietario_terrateniente
bn:00001035n	acrobacia acrobacias volteretas acrobatismo acrobata acrobatas acróbata acróbatas acrobático tumbling
bn:00001076n	acta ley hecho
bn:00001077n	acto acción acción_humana actividad_humana la_acción_humana la_actividad_humana praxeología
bn:00001078n	acto acto_teatral acto_teatro
bn:00001079n	acto bit número
bn:00001127n	acción acto hecho operación realización
bn:00001128n	actividad acción
bn:00001129n	acción_militar acción
bn:00001130n	acción acción_natural proceso_natural
bn:00001133n	mecanismo_de_percusión_del_piano mecanismo_de_percusion_del_piano mecanismo_del_piano acción mecanismo_de_acción
bn:00001153n	energía_de_activación energía_de_activacion energia_de_activacion energia_de_activación barrera_de_activación barrera_de_energía la_energía_de_activación
bn:00001155n	activa agente_activo
bn:00001172n	actividad
bn:00001173n	función_corporal proceso_corporal actividad cuerpo_proceso la_función_corporal
bn:00001176n	actor actriz actor_dramático actuación artista comediante ejecutor_teatral histrionista histrión intérprete actor_de_televisión actores actor_de_cine actor_de_teatro actor_estadounidense actrices actriz_de_cine actriz_de_teatro actriz_estadounidense histrion jugador thespian
bn:00001181n	actriz
bn:00001187n	realización actualización
bn:00001227n	publicidad anuncio reclame advertizement anuncio_publicitario aviso aviso_publicitario reclamo spot advertising diseno_publicitario diseno_publictario diseño_publicitario diseño_publictario publicidades publicitaria publicitario hacer_publico hacer_público mensajes_comerciales mensajes_publicitarios propaganda publicista anunciantes anuncio_impreso anuncios medios_de_publicidad
bn:00001236n	adagio proverbio dicho refrán aforismo sentencia máxima estribillo paremia cita adagio_linguistica dichos_populares refranes refranesco sinónimo
bn:00001242n	adán adam adan adanico adánico
bn:00001276n	adición
bn:00001279n	adenda addenda suplemento apéndice posdata addendum adición
bn:00001293n	adición añadidura
bn:00001294n	aumento incremento adición ganancia
bn:00001302n	referencia dirección_de_memoria dirección direccion direccion_de_memoria computadora_dirección espacio_de_direcciones
bn:00001304n	discurso speech habla
bn:00001339n	adenoma adenomas adenomatoso
bn:00001355n	suficiencia
bn:00001362n	discípulo adepta adepto adherente seguidor seguidora partidario discipulo discipulado
bn:00001382n	adiós despedida arrivederci auf_wiedersehen sayonara adiós_muy_buenas au_revoir buen_dia bye bye_bye chao chau hasta_la_vista hasta_luego hasta_más_ver hasta_otra hasta_pronto buen_día bye-bye tanto_tiempo ¡hasta_la_vist
bn:00001395n	adjetivo
bn:00001396n	adjetivo adjetivos adjetivar adjetivo_calificativo adjetivo_con_valor_especificativo adjetivo_con_valor_explicativo adjetivo_demostrativo adjetivo_especificativo adjetivo_explicativo la_posicion_del_adjetivo la_posición_del_adjetivo los_adjetivos adjetivo_atributivo adjetivo_predicado forma
bn:00001402n	
bn:00001410n	alteración modificación cambio
bn:00001423n	administración organización administración_pública gerencia gobernanza iglesia_estatal sociedad establecimiento_de_la_religión iglesia_oficial religión_establecida religión_oficial órgano_de_gobierno
bn:00001438n	admirabilidad maravilla notabilidad admirability admirableness lo_maravilloso
bn:00001453n	admiración aprecio estima admiracion
bn:00001454n	admiración asombro entusiasmo fascinación maravilla pasmo
bn:00001456n	adepta adepto aficionada aficionado amiga amigo entusiasta seguidor seguidora
bn:00001460n	admisión entrada ingreso
bn:00001466n	aderezo amasijo mezcla mezclado trasiego adición conmezcla mezclar
bn:00001469n	admonición amonestación aviso advertencia palabra_de_consejo
bn:00001478n	adolescencia adolescente adolescentes desarrollo_adolescente adolecencia la_adolecencia
bn:00001480n	adolescente chica chico muchacho quinceañero muchacha adolescentes mozuelo
bn:00001482n	adolf_hitler hitler der_fuhrer führer adolfo_hitler der_führer el_führer führer_und_reichskanzler führer_y_reichskanzler furero herr_hitler hitleriano jitler
bn:00001488n	adonis
bn:00001507n	corticoide corticosteroide corticosteroides corticoides corticoesteroide corticoesteroides adrenocorticoesteroide
bn:00001525n	adulto adulta mayor persona_mayor segunda_edad adultos adultez edad_adulta
bn:00001526n	adulta adulto
bn:00001530n	mujer hembra_adulta ser_humano_femenino mujeres humana bello_sexo femina fémina sexo_debil sexo_débil 👩
bn:00001533n	hombre varón hombre_adulto ser_humano_masculino varon hombres humano_masculino machote sexo_feo sexo_fuerte varones macho_adulto maduración_sexual madurez_sexual
bn:00001541n	adúltero follador fornicador fornicario
bn:00001544n	madurez edad_adulta adulta
bn:00001548n	progreso avance progresión adelantamiento evolución
bn:00001549n	mejora mejoría
bn:00001551n	progreso adelantamiento avance evolución progresión movimiento_hacia_adelante
bn:00001557n	progreso adelanto avance
bn:00001559n	ventaja delantera superioridad
bn:00001566n	segunda_venida advenimiento adviento parusía segundo_advenimiento parousia parusia venida_de_cristo segunda_venida_de_cristo
bn:00001572n	aventura empresa_peligrosa andanza aventura_riesgosa escapada travesia travesía aventureros empresa_arriesgada
bn:00001575n	explorador exploradora exploración expediciones exploradores
bn:00001579n	adverbio
bn:00001582n	adversario opositor antagonista enemigo oponente adversaria contendedor contraria contrario contrincante
bn:00001586n	adversidad golpes
bn:00001589n	publicidad
bn:00001592n	consejo asesoramiento advertencia advice aviso recomendación exhortación
bn:00001595n	conveniencia
bn:00001598n	asesor consultor consejero consultora asesora consejera especialista orientador consultores tutor
bn:00001604n	abogado abogado_defensor consejero consejera_legal consejero_legal consulta abogada_defensora consejero_en_derecho consejero_juridico consejero_jurídico counsel counsellor abogado_especial consejero-at-law defensores enviado_especial intercesor intercesor_especial ministro ministro_consejero rango_diplomático
bn:00001617n	mar_egeo egeo aegean_sea
bn:00001657n	aireación aeración oxigenación ventilación aireacion
bn:00001659n	aireador
bn:00001660n	pase_adelantado elevado pase_hacia_adelante
bn:00001661n	antena antenas antena_de_radio antena_transmisora
bn:00001697n	avión aeroplano aeronave aviones avion aeronave_de_ala_fija aeronave_de_alas_fijas avion_de_alas_fijas avión_de_alas_fijas viajes_aereos viajes_aéreos ✈ ✈️
bn:00001698n	aerosol condensación aerosoles
bn:00001713n	estesis aestesia sensibilidad aesthesia
bn:00001714n	estesis sensación aestesis experiencia_sensorial impresión impresión_sensorial sense_datum aesthesis sentido_dato sentido_impresión sentido_la_experiencia
bn:00001716n	estética estético
bn:00001734n	cuestión aspecto asunto cosa preocupación
bn:00001735n	affaire amorío amour aventura amor asunto enlace implicación intimidad lío_amoroso
bn:00001736n	acontecimiento acto acto_social función ocasión suceso función_social ocasión_social
bn:00001737n	duelo singular_combate affaire_d'honneur duelos
bn:00001738n	asuntos_personales asunto_personal asuntos
bn:00001744n	afecto philia corazón afección afectividad afición amor apego cariño filia simpatía ternura afectiva afectivo
bn:00001768n	afirmación aserción aserto aseveración confirmación
bn:00001785n	afluencia riqueza abundancia prosperidad
bn:00001790n	algarada altercado contienda disturbio liza reyerta refriega
bn:00001793n	pánico terror horror panico susto
bn:00001816n	áfrica africa el_continente_negro continente_africano africana africanas africano africanos
bn:00001873n	resultado
bn:00001874n	consecuencia repercusión consequence
bn:00001875n	tarde vespertina vespertinas vespertino vespertinos
bn:00001887n	plata ag número_atómico_47 argentico argentifero argentum argentífero argéntico argéntum e174 e_174 plata_de_ley plata_en_su_color plata_sobredorada plata_nativa
bn:00001936n	edad envejecido envejecimiento envejecimiento_del_vino longevidad potencial_de_envejecimiento
bn:00001937n	era período_histórico periodo_histórico época edad
bn:00001938n	edad
bn:00001939n	años edad mucho_tiempo largo_tiempo año año_gregoriano ma tiempo_largo
bn:00001940n	tercera_edad vejez años anciana anciano edad adultos_mayores adulto_mayor personas_mayores 3_edad 3ª_eda senectud senilidad ancianas ancianidad ancianos asociación_de_ciudadanos_mayores provecto senil vetustez viejo geezerhood
bn:00001961n	oficina agencia organismo_autónomo autoridad departamento organismo_público oficina_gubernamental agencia_estatal organismo_autónomo_administrativo agencia_gubernamental agencia_publica agencia_pública office oficinas_comerciales organismo_autonomo organismo_autonomo_administrativo organismo_publico organizacion_gubernamental organización_gubernamental agencia_federal agencias_gubernamentales complejo_de_oficinas edificios_de_oficinas oficinas
bn:00001962n	agencia
bn:00001965n	manera medio modo camino forma agencia
bn:00001967n	horario programa agenda planing
bn:00001972n	agente
bn:00001973n	agente apoderada apoderado agent
bn:00001974n	agente
bn:00001975n	agente corredor broker factor bróker agente_de_negocios intermediario agente_economia corredores
bn:00001992n	acumulación montón aglomerado cúmulo montaña montículo pila
bn:00001993n	aglomeración aglomerado
bn:00001996n	aglutinación aglutinar_la_actividad
bn:00001997n	aglutinación aglutinacion
bn:00002000n	aglutinina aglutininas aglutinógeno las_aglutininas
bn:00002008n	total suma totalidad global resultado_global
bn:00002013n	coleccionista coleccionador agregador colector
bn:00002016n	agresión
bn:00002019n	agresividad
bn:00002032n	agitación alboroto algarabía barbulla batahola excitación follón greguería griterío trastorno vocería zalagarda zambeque zaragata tumulto
bn:00002059n	escepticismo agnosticismo incredulidad indiferentismo escéptico escépticos escepticas esceptico escepticos escépticas espíritu_crítico
bn:00002072n	sufrimiento agonía
bn:00002086n	acuerdo compromiso pacto
bn:00002087n	acuerdo conformidad correspondencia
bn:00002088n	acuerdo
bn:00002096n	agricultura sector_agropecuario agropecuaria cultivo explotación granjería labranza agricultores actividad_agricola actividad_agropecuaria actividad_agrícola actividades_agrícolas agricolas agricultora agricultural agropecuario agrícolas ciencias_agronomicas ciencias_agronómicas cultivos_agricolas filosofía_agrícola industria_agropecuaria laboreo sector_agricola sector_agrícola agricultor agrícola cría cultivar industria_agrícola productos_agrícolas
bn:00002110n	agrobacterium_tumefaciens a._tumefaciens a_tumefaciens rhizobium_radiobacter
bn:00002132n	aguacate cura palta persea_americana avocado abacate aguacates
bn:00002154n	ayuda asistencia recurso soporte
bn:00002155n	asistencia ayuda auxilio socorro
bn:00002157n	atención cuidado cura ayuda cuidados asistencia_médica tendiendo
bn:00002159n	auxiliar ayudante
bn:00002171n	enfermedad afección achaque alifafe dolencia problema mal enfermo
bn:00002178n	intención propósito objetivo intento finalidad intencionalidad meta objeto designio intenciones intencional
bn:00002179n	objetivo meta objeto
bn:00002180n	
bn:00002185n	aire atmósfera atmósfera_terrestre atmósfera_de_la_tierra atmósfera_de_tierra heterosphere
bn:00002186n	aire
bn:00002188n	brisa céfiro viento_suave
bn:00002189n	atmósfera atmósfera_terrestre aire atmosfera atmosfera_de_la_tierra atmosfera_terrestre atmósfera_de_la_tierra
bn:00002191n	melodía cuerda ton aire línea tonada línea_melódica linea_melodica melodías melódico melodicos melódicos frase_melódica
bn:00002195n	refugio_antiaéreo refugio_antiaerio refugio_antibombardeo refugio_antibombas refugio_antiaereo a_prueba_de_bombas bomba_refugio refugio_anderson refugios_antiaéreos
bn:00002209n	alveolo_pulmonar alvéolo_pulmonar alveolo alvéolo alveolos_pulmonares alveolos alvéolos_pulmonares alveolar alvéolos saco_de_aire sacos_de_aire
bn:00002216n	viento aire vientos biruje biruji golpe_de_aire golpe_de_viento golpes_de_aire golpes_de_viento masas_de_aire rafaga corriente_de_aire ráfagas_de_viento
bn:00002267n	aire_ola
bn:00002275n	aeronave aeroplano avión vehiculo_aereo vehículo_aéreo aeronaves máquina_voladora más_pesado_que_el_aire más_pesado_que_el_aire_vuelo
bn:00002276n	portaaviones portaviones portaaeronaves ataque_de_portaaviones portaaviones_de_ataque
bn:00002295n	ventilación aireo ventilacion ventilación_industrial
bn:00002306n	piloto aviadora piloto_de_aviación aviador piloto_aviador piloto_de_aviacion piloto_de_aeronaves piloto_de_avión aeroplano_piloto aviadores piloto_militar
bn:00002315n	pista_de_aterrizaje franja franja_de_vuelo pista vuelo_tira
bn:00002320n	corredor nave_lateral pasillo naves_laterales
bn:00002335n	alaska ak estado_de_alaska alaska,_estados_unidos la_última_frontera alasca alascano last_frontier
bn:00002356n	alabama corazón_de_dixie al alabama,_estados_unidos estado_de_alabama camellia_estado
bn:00002410n	alarma consternación espanto intranquilidad nerviosismo
bn:00002490n	albúmina albumina albúminas
bn:00002544n	concejal edil alderman regidor concejales regidora
bn:00002589n	alerta vigilancia
bn:00002671n	alga algas alga_marina algal algae alga_filamentosa algas_marinas algologo algas_filamentosas
bn:00002714n	coartada alibi
bn:00002726n	extraño extrangero extranjero forastero intruso
bn:00002741n	alineamiento alineación
bn:00002744n	semejanza alikeness
bn:00002745n	alimento nutrición nutriente nutrimento sustento alimentación comida nutrientes ciencia_de_la_nutrición gastrointestinal intestinal intestinos lumen_intestinal mucosa_intestinal nutritivo sistema_gastrointestinal tracto_gastro-intestinal tracto_gastrointestinal_humano tracto_gastrointestinal_superior tracto_intestinal órganos_digestivos
bn:00002749n	alimentación nutrición
bn:00002761n	vida animación existencia
bn:00002766n	carmín_de_alizarina carmin_alizarina carmin_de_alizarina carmin_de_granza carmín_alizarina carmín_de_granza alizarina_carmesí rojo_de_alizarina
bn:00002773n	nomia_melanderi abeja_álcali
bn:00002793n	sulfonato_de_alquilbenceno_lineal alquil_benceno_sulfonato las linear_alkylbenzene_sulfonate acido_dodecilbencensulfonico acido_dodecilbencensulfónico dodecilbencensulfonato dodecilbencensulfonico dodecilbencensulfónico ácido_dodecilbencensulfonico ácido_dodecilbencensulfónico alquilbencenosulfonato
bn:00002814n	prunus_alleghaniensis endrino alleghany_ciruela allegheny_ciruela
bn:00002829n	allegro_con_spirito
bn:00002848n	alivio desahogo descanso respiro sosiego tranquilidad apaciguamiento
bn:00002855n	halloween noche_de_brujas jalogüin noche_de_difuntos noche_de_los_muertos víspera_de_todos_los_santos el_despertar_de_los_muertos jalogüín jálogüin samhain all_hallows'_eve dia_de_las_brujas día_de_las_brujas hallowen noche_de_las_brujas noche_de_todos_los_santos allhallows_eve de_halloween hallowe'en
bn:00002869n	aligator aligátor piel_de_caimán
bn:00002870n	aligátor aligator alligator caimán gator alligatorinae cocodrilo
bn:00002910n	asignación reparto
bn:00002911n	asignación prorrateo reparto distribución parcelación erogación repartimiento mala_distribución
bn:00002955n	aliado
bn:00002956n	aliado compañero aliada coligado confederado
bn:00002966n	dios_todopoderoso el_creador el_todopoderoso deidad divina pluralidad_de_dioses señor todopoderoso
bn:00003002n	hawái hawai hawaii hawai'i estado_de_hawái el_estado_de_aloha hawái,_estados_unidos hi estado_de_hawai hawaianos hawaï hawái'i islas_hawaianas moku`a-ina_o_hawai`i aloha_estado
bn:00003005n	alejamiento distancia distanciamiento
bn:00003111n	altitud alt distancia_cenital sistema_de_coordenadas_horizontal
bn:00003125n	cambio alteración modificación evolución variación
bn:00003132n	alternativa decisión opción elección
bn:00003142n	altitud altura elevación altitud_absoluta altura_snmm m.s.n.m. m_s._n._m. m_s_n.m. m_s_n_m m_s_n_m. m_snm metro_sobre_el_nivel_del_mar metros_sobre_el_nivel_del_mar metros_sobre_nivel_del_mar msnm s._n._m. sobre_el_nivel_del_mar altitudes altura_geopotencial
bn:00003158n	altruismo altruísmo desinterés altruista hombría_de_bien
bn:00003164n	alumna alumno alumni diplomado graduado titulado alumnus estudiante antiguo_alumno alumnae antiguos_alumnos ex_alumno ex_alumnos exalumno exalumnos alumn alumnas alumnos antigua_alumna
bn:00003195n	maestría_en_artes m.a. ma maestria_en_artes magister_artium m.a maestría master_of_arts
bn:00003200n	criada sirvienta doméstica mucama asistenta chacha cholera chopa gata moza nacha nana ama doncella doncella_doméstica asesora_del_hogar cachifa empleada_doméstica fregona muca muchacha_de_servicio señora_de_servicio famula fámula domestica imilla muchacha
bn:00003203n	fusión amalgamación fusión_empresarial unión consolidación
bn:00003232n	aficionado aficionada amateur
bn:00003242n	asombro sorpresa admiración estupefacción estupor pasmo
bn:00003251n	embajador embajadora representante_permanente embajador_representante_permanente plenipotenciario embajador_cultural embajadores
bn:00003263n	ambiente atmósfera atmosfera
bn:00003268n	ámbito alcance rango esfera marco extensión
bn:00003281n	púlpito ambón estrado podio tarima ambo entarimado podium tribuna plataforma pulpito ambon pulpi púlpitos
bn:00003286n	ambrosía pan_de_abeja ambrosia beebread
bn:00003300n	emboscada celada zalagarda encerrona trampa al_acecho ataque_sorpresa emboscadas
bn:00003328n	amen_corner
bn:00003330n	declaración_rectificatoria declaración_enmendada
bn:00003337n	amento candelilla catkin amentos
bn:00003341n	estados_unidos estados_unidos_de_américa américa eeuu e.e.u.u. united_states united_states_of_america américas estados ee.uu. usa ee._uu. estados_unidos_de_america eua los_estados_unidos_de_américa revolucion_estadounidense u.s.a. america estados_unidos_de_norteamérica los_estados_unidos afro-estadounidense broken/ee._uu. broken_ee._uu. broken_ee_uu e._e._u._u. e._u._a. e.u. e.u.a. e_u_a ee-uu ee_uu estadinense estadinenses estado-unidense estado-unidenses estados_unidos_de_america_del_norte estados_unidos_de_américa_del_norte estados_unidos_de_norte_america estados_unidos_de_norteamerica estadounidenses estadunidense estadunidenses los_estados_unidos_de_america población_afroestadounidense populación_afroestadounidense república_de_estados_unidos the_united_states u.s. u_s u_s. u_s.a. u_s_a u_s_a. union_americana unión_americana unión_estadounidense us usamericano usamericanos usana usanas usano useno usense usenses useña useñas useño useños los_estados
bn:00003343n	estadounidense americano norteamericano pueblo_estadounidense
